Data element,Period,OrganisationUnit,CategoryCombo,AttributeCombo,Value
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,KAyyHkzmuL1,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,X9GstRdTsEy,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,PPg7Yzjq0oF,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,hyVPPHNEwLB,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,HYtbCWnAdG9,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,TU97qv4vJ5O,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,BoN2WhPnYl1,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
,2018Q2,,ydvrOz9X2My,JVafaPfopJf,0
